id_cliente,probabilidade_inadimplencia
101600,0.000432795
101622,0.000344112
101623,0.000311234
101633,0.00045014
101670,0.000283803
101684,0.008489277
101687,0.000676486
101692,0.011354969
101693,0.000296783
101721,0.001160408
101749,0.000319422
101766,0.000380253
101779,0.000202224
101783,0.00062047
101796,0.000234777
101800,0.000383183
101811,0.013480933
101813,0.012500705
101842,0.00022246
101847,0.000479682
101848,0.000216672
101889,0.001546609
101898,0.000328962
101905,0.000243349
101911,0.000288827
101912,0.048113193
101914,0.000401716
101918,0.000383568
101924,0.000442248
101932,0.000601253
101937,0.000308254
101942,0.000288028
101970,0.000603422
101980,0.000337173
101985,0.000301194
102020,0.000296932
102024,0.092302285
102032,0.000321771
102033,0.000342537
102039,0.000222653
102042,0.000170326
102072,0.000252545
102088,0.000582625
102093,0.000204692
102097,0.00031665
102102,0.000178021
102104,0.000208534
102107,0.000192537
102110,0.000418175
102115,0.000303053
102120,0.005047795
102128,0.000664613
102141,0.000269644
102144,0.000352026
102180,0.000381163
102184,0.000469362
102185,0.000349948
102187,0.000351004
102201,0.001022767
102233,0.000224076
102264,0.000245125
102267,0.000375142
102304,0.000295664
102314,0.000295348
102330,0.012490904
102337,0.000396356
102338,0.001207868
102348,0.000653058
102353,0.00021387
102358,0.022230851
102367,0.003327375
102369,0.000583224
102472,0.000316594
102481,0.000204039
102496,0.00023774
102505,0.000401514
102507,0.000497092
102512,0.000383407
102551,0.044328582
102602,0.000647121
102603,0.000312832
102610,0.0003466
102623,0.005684591
102627,0.010061431
102635,0.000295655
102643,0.000355711
102645,0.000362554
102679,0.000276362
102685,0.004632466
102686,0.000194523
102689,0.00028507
102711,0.000396612
102715,0.000369687
102718,0.000343274
102721,0.000663685
102722,0.000513641
102726,0.000509888
102750,0.000224268
102758,0.000619144
102791,0.000190242
102811,0.00040894
102822,0.00019552
102841,0.000742792
102846,0.000487729
102901,0.000247831
102913,0.000275944
102917,0.000608969
102929,0.000403948
102939,0.000232687
102940,0.000387328
102943,0.000315656
102945,0.000415636
102946,0.000197552
102949,0.000220476
102950,0.000201917
102953,0.000289102
102961,0.000215582
102963,0.000295148
102965,0.000328171
102983,0.002668681
102986,0.000287943
102991,0.000326463
103003,0.000363964
103012,0.000374294
103030,0.000342727
103034,0.000422894
103045,0.000331563
103051,0.000321035
103055,0.000355167
103061,0.000149917
103082,0.000365381
103110,0.000206663
103128,0.000422782
103149,0.009611006
103160,0.000291716
103163,0.000305014
103164,0.000201357
103175,0.011964556
103177,0.000459823
103190,0.003111697
103197,0.000437337
103204,0.000285552
103234,0.000490762
103262,0.000289566
103297,0.000504536
103310,0.000342466
103357,0.000243415
103363,0.000372347
103376,0.002554701
103382,0.001166803
103387,0.00047539
103395,0.001050923
103400,0.000234747
103413,0.000256252
103417,0.000227543
103445,0.000203365
103500,0.000197793
103520,0.000370305
103521,0.000255126
103540,0.003816247
103550,0.000309408
103555,0.000214482
103561,0.021490786
103569,0.000167412
103571,0.028984727
103590,0.000384012
103595,0.000415275
103597,0.002858903
103598,0.000415971
103599,0.0002791
103607,0.000444754
103608,0.022584291
103632,0.000269937
103638,0.000200168
103657,0.003704259
103675,0.000303603
103677,0.000253215
103690,0.000695317
103693,0.000235741
103698,0.000194445
103703,0.000424493
103710,0.000317153
103736,0.000712327
103761,0.00021972
103764,0.000338062
103769,0.000172218
103772,0.000229864
103791,0.000159039
103793,0.00032505
103796,0.000398198
103799,0.000317744
103844,0.000328825
103849,0.000201407
103864,0.003031504
103869,0.000218217
103881,0.00034086
103900,0.000305508
103907,0.0002994
103915,0.000284196
103923,0.001321065
103927,0.000494724
103934,0.009839794
103944,0.000312656
103961,0.016968479
103974,0.00019026
103994,0.027728004
104017,0.00278123
104018,0.000387989
104023,0.002165209
104032,0.000363633
104049,0.000318069
104071,0.000359415
104083,0.000319041
104088,0.000492572
104144,0.000169625
104145,0.000726814
104173,0.004127685
104182,0.000567364
104198,0.000294275
104208,0.000967834
104209,0.00018627
104211,0.000637282
104215,0.000265723
104228,0.000396489
104234,0.003703919
104237,0.021589449
104238,0.000197413
104249,0.000166523
104266,0.000458318
104267,0.00072108
104300,0.0002675
104302,0.044761382
104304,0.000330966
104323,0.000273693
104335,0.000420882
104337,0.000306751
104340,0.000853109
104357,0.000418841
104380,0.000592286
104382,0.01469214
104387,0.000456438
104395,0.000193221
104396,0.000479003
104397,0.000420903
104401,0.000340488
104407,0.000583976
104411,0.000365195
104415,0.000151195
104418,0.0003067
104433,0.000287272
104449,0.00031539
104453,0.00082104
104462,0.000476489
104474,0.000490216
104475,0.000320263
104483,0.000171072
104484,0.000250164
104500,0.000183944
104508,0.000348033
104515,0.000328508
104552,0.000455103
104564,0.033165466
104575,0.001165191
104586,0.000841963
104589,0.000392007
104600,0.000358907
104606,0.00041017
104607,0.000305415
104637,0.00026698
104665,0.000533475
104682,0.000197987
104707,0.000303098
104708,0.000193007
104711,0.000355187
104724,0.00022545
104725,0.000353164
104734,0.000193684
104754,0.000576108
104764,0.000263179
104769,0.00062075
104774,0.000341719
104778,0.00053012
104838,0.000443217
104851,0.000425957
104862,0.012551194
104863,0.004721561
104867,0.00120776
104869,0.162849143
104898,0.013320132
104912,0.000398218
104914,0.000467781
104919,0.000621378
104920,0.000469183
104923,0.000266156
104934,0.000214523
104949,0.000207591
104958,0.000196912
104960,0.000169931
104966,0.00031141
104968,0.000371259
104987,0.000140625
105008,0.00027468
105009,0.000305541
105023,0.000438194
105039,0.004481692
105045,0.00022393
105049,0.000157945
105050,0.00378196
105063,0.0004294
105073,0.000437277
105076,0.000609509
105081,0.000353214
105085,0.000642003
105089,0.000195862
105098,0.000473841
105105,0.000468891
105108,0.001004626
105117,0.000470881
105138,0.000325392
105149,0.000243679
105153,0.000440898
105154,0.000228012
105158,0.000320237
105164,0.000302834
105210,0.000299145
105256,0.000311633
105257,0.000236831
105264,0.000348303
105265,0.000324427
105277,0.000428722
105278,0.000328087
105281,0.000633442
105284,0.000147162
105300,0.000201802
105302,0.000467842
105316,0.00028758
105319,0.000592352
105339,0.051235791
105348,0.000302718
105349,0.000506621
105358,0.000394814
105401,0.000264049
105412,0.000271584
105416,0.000511606
105427,0.000614943
105449,0.000332631
105451,0.000277256
105481,0.002117435
105489,0.00028768
105499,0.000442374
105503,0.000594751
105512,0.000169292
105535,0.000380081
105553,0.000331246
105555,0.000805887
105556,0.011144272
105563,0.000230935
105573,0.00031964
105589,0.000332514
105597,0.000304464
105598,0.000270549
105608,0.016432218
105613,0.000184169
105620,0.000222902
105633,0.000346903
105636,0.000523048
105637,0.000356698
105645,0.000398042
105665,0.000178806
105666,0.000275943
105693,0.000847719
105696,0.000582292
105708,0.000357691
105714,0.000424393
105731,0.002569872
105733,0.000177852
105746,0.004377725
105769,0.000466225
105773,0.000288524
105775,0.000809683
105786,0.000263265
105806,0.000304514
105812,0.000323925
105813,0.000217021
105822,0.000392716
105828,0.000477255
105833,0.000159861
105838,0.000283504
105849,0.000214281
105887,0.000236321
105893,0.00032539
105903,0.000394054
105904,0.000224203
105919,0.000170029
105950,0.000249319
105963,0.000254041
105967,0.000393336
105971,0.000336653
105981,0.000253325
105985,0.000556374
105995,0.000196524
105997,0.000188927
106003,0.000305674
106009,0.000637863
106031,0.000196975
106038,0.000400054
106055,0.00062005
106063,0.000271885
106064,0.00023504
106070,0.000260368
106106,0.000375168
106110,0.000300656
106112,0.012408908
106121,0.000671556
106122,0.000384249
106156,0.002140062
106157,0.00036615
106159,0.000251737
106168,0.000352947
106183,0.000315228
106193,0.000383614
106201,0.000750985
106204,0.0001654
106207,0.000779027
106230,0.013832809
106235,0.000432921
106238,0.000276112
106243,0.00020334
106248,0.000321885
106250,0.000223629
106251,0.000349067
106252,0.000325364
106290,0.000511463
106332,0.000432147
106352,0.000270315
106355,0.000303498
106371,0.000421753
106372,0.000386792
106381,0.013475924
106420,0.000234482
106433,0.00043917
106445,0.000323269
106458,0.001528018
106462,0.099619955
106470,0.005132713
106478,0.012514729
106483,0.000288898
106487,0.00048709
106495,0.000448096
106515,0.000429906
106518,0.000384722
106520,0.000277746
106540,0.000253159
106541,0.000253272
106555,0.000298926
106569,0.00025742
106575,0.006898907
106578,0.000482055
106594,0.000322478
106600,0.000148047
106605,0.003635745
106622,0.000309135
106646,0.000420198
106652,0.000293909
106656,0.00023179
106658,0.000351124
106681,0.000202616
106685,0.000666505
106691,0.000444583
106701,0.000196195
106738,0.000797162
106745,0.00068825
106748,0.000247602
106772,0.000337036
106775,0.000285712
106836,0.000773351
106837,0.032329813
106855,0.000462531
106872,0.000796214
106879,0.000510573
106884,0.000301729
106885,0.00035903
106893,0.000346597
106896,0.000227049
106949,0.000630834
106959,0.000497403
106968,0.000728967
107015,0.026148098
107016,0.009230978
107021,0.000226966
107029,0.000304366
107041,0.00044093
107058,0.000583807
107065,0.000328503
107067,0.000199937
107075,0.000538769
107077,0.000172075
107091,0.000390493
107096,0.000311396
107103,0.000264358
107107,0.000395005
107144,0.001575347
107151,0.000240245
107154,0.00089997
107175,0.00459132
107181,0.000391587
107196,0.000233748
107207,0.000228108
107208,0.000591732
107214,0.020017484
107233,0.000360321
107237,0.000261634
107252,0.000409466
107255,0.004172655
107265,0.000249735
107266,0.000327697
107272,0.00061029
107287,0.002535224
107292,0.000256355
107297,0.000593144
107301,0.000521921
107319,0.000250819
107335,0.014753496
107341,0.000278747
107348,0.000518266
107352,0.00042219
107354,0.00010323
107355,0.000594224
107370,0.000496972
107371,0.000169346
107372,0.000373275
107374,0.00038014
107382,0.000269801
107389,0.011178833
107396,0.000185006
107421,0.000274555
107453,0.000382786
107478,0.000382454
107488,0.000366103
107497,0.000462126
107501,0.000398948
107502,0.000423931
107517,0.000343019
107531,0.000437191
107536,0.000316759
107555,0.000478688
107562,0.000349321
107586,0.156494722
107587,0.00029192
107591,0.000214451
107596,0.000152247
107605,0.00390432
107612,0.000538261
107615,0.000189451
107619,0.000212921
107627,0.01113964
107631,0.000383122
107632,0.000206192
107633,0.000145712
107637,0.000343729
107649,0.01513767
107653,0.000373315
107676,0.000418619
107689,0.000210587
107697,0.00029628
107700,0.015598646
107706,0.00025963
107716,0.000541418
107723,0.000201753
107736,0.00027806
107748,0.000162129
107762,0.000521112
107771,0.000324275
107774,0.000498029
107784,0.000272614
107786,0.000281595
107792,0.000158168
107796,0.000389719
107797,0.000250999
107802,0.000472743
107820,0.00040213
107831,0.00018845
107835,0.000285428
107856,0.000664086
107857,0.000440684
107866,0.004988607
107884,0.000416109
107890,0.001087125
107920,0.00035349
107922,0.000259066
107934,0.000525634
107937,0.073027916
107942,0.000444344
107947,0.000423716
107975,0.000220271
107985,0.000427647
107987,0.00020583
107988,0.004171424
107989,0.005540415
108003,0.000272246
108011,0.008684782
108020,0.000215507
108021,0.000670486
108022,0.000357688
108023,0.001656579
108049,0.00390483
108060,0.000269245
108067,0.000393781
108079,0.000138418
108084,0.000183961
108108,0.004580853
108109,0.000313287
108127,0.01716819
108129,0.00050661
108134,0.007154329
108136,0.060484219
108138,0.000484231
108139,0.000338793
108151,0.000566584
108161,0.00048524
108186,0.022811454
108191,0.000177541
108197,0.004494023
108202,0.000322489
108205,0.000352456
108216,0.001020859
108224,0.000658789
108229,0.005667863
108248,0.0002177
108254,0.003556186
108255,0.000377758
108260,0.000240562
108284,0.000964845
108309,0.000534684
108317,0.000335503
108350,0.000337095
108352,0.000353351
108360,0.000238441
108364,0.000396922
108369,0.000210587
108379,0.001344772
108392,0.001146923
108395,0.000595986
108400,0.000299755
108402,0.000180436
108406,0.000354568
108413,0.000475132
108416,0.000247103
108425,0.000453039
108427,0.000187451
108445,0.000447541
108454,0.000230817
108489,0.000487236
108491,0.002998285
108495,0.00020422
108504,0.000640419
108508,0.000526222
108523,0.021344164
108536,0.000533144
108542,0.00034712
108585,0.00033652
108586,0.000214831
108606,0.000334376
108622,0.000461193
108635,0.000423562
108641,0.000337183
108642,0.000215749
108660,0.000283753
108686,0.000322419
108689,0.000195074
108700,0.000342014
108702,0.000576338
108721,0.000235461
108722,0.000408186
108725,0.000378122
108746,0.000353085
108778,0.000218461
108792,0.000451521
108829,0.000257927
108840,0.000231486
108846,0.008631664
108850,0.000158907
108860,0.000230526
108862,0.00039578
108879,0.000504882
108885,0.02541212
108896,0.000171808
108914,0.000443005
108919,0.000266011
108923,0.000578693
108926,0.0007704
108935,0.000459899
108954,0.000122831
108955,0.000385805
108994,0.0003967
109004,0.073002055
109008,0.00031546
109011,0.000517987
109017,0.00027407
109025,0.000315026
109027,0.002665844
109048,0.000431102
109049,0.000240713
109055,0.000456274
109060,0.000222599
109065,0.000214858
109070,0.000273274
109072,0.000190984
109076,0.001406283
109079,0.000330638
109082,0.000504882
109091,0.000116782
109116,0.000342235
109154,0.00057964
109159,0.007365446
109164,0.000372982
109165,0.000218129
109194,0.01086255
109207,0.000175052
109214,0.00020159
109236,0.000310941
109305,0.000256273
109312,0.000479999
109330,0.000183522
109331,0.000253893
109333,0.000233595
109338,0.00029892
109369,0.000460036
109410,0.000559237
109420,0.000647466
109423,0.000572528
109431,0.034085829
109436,0.004077409
109444,0.000364063
109449,0.000524303
109455,0.000333016
109493,0.001232754
109495,0.000309868
109499,0.02954256
109509,0.000176682
109514,0.000407161
109520,0.000264751
109526,0.000237838
109528,0.000277864
109530,0.000390225
109538,0.000360927
109540,0.009112935
109557,0.028273404
109605,0.000256124
109624,0.000512077
109634,0.012498309
109636,0.000184181
109641,0.000202076
109664,0.011661789
109671,0.000268979
109697,0.000398821
109704,0.000569792
109710,0.000390573
109720,0.000702627
109723,0.000170469
109727,0.00027768
109729,0.000720164
109748,0.000333898
109752,0.001773862
109756,0.000166986
109759,0.000255967
109760,0.020904981
109774,0.100712344
109779,0.000281405
109790,0.000740148
109795,0.000375821
109807,0.002682855
109810,0.000261917
109816,0.000267052
109821,0.000744194
109825,0.00052923
109827,0.000202439
109832,0.000214489
109839,0.000676905
109842,0.000332182
109852,0.014206564
109857,0.000150408
109870,0.000354329
109879,0.000314075
109881,0.000227703
109882,0.000350735
109891,0.000331795
109904,0.000442622
109918,0.000535919
109938,0.00032887
109951,0.000415467
109968,0.000132293
109974,0.000322436
109989,0.000367209
109996,0.000771217
109999,0.000235166
110003,0.000284742
110019,0.000220727
110032,0.000410638
110051,0.000246787
110073,0.000222373
110088,0.009325057
110089,0.000447617
110107,0.000206264
110127,0.000372019
110135,0.000537953
110146,0.00021184
110150,0.001599125
110151,0.000573636
110186,0.000371871
110188,0.000268047
110190,0.001256593
110194,0.007883825
110203,0.000539911
110219,0.000217591
110230,0.000853368
110231,0.000376866
110239,0.000199798
110246,0.000268244
110252,0.000425063
110270,0.000424053
110271,0.000225051
110283,0.000394923
110296,0.000227156
110298,0.000162081
110314,0.009268144
110330,0.002764061
110336,0.000203469
110381,0.00055705
110387,0.000175595
110396,0.000523305
110417,0.000621009
110438,0.000323705
110458,0.000334517
110505,0.001046414
110507,0.000323362
110511,0.000366441
110514,0.000398956
110517,0.024344049
110520,0.000337657
110565,0.000172647
110588,0.000552336
110594,0.034706771
110606,0.000334919
110617,0.000359433
110622,0.000331011
110654,0.003775462
110677,0.000284984
110680,0.000294721
110684,0.000398778
110729,0.000452523
110738,0.000338755
110746,0.000269161
110748,0.000260811
110756,0.001753876
110763,0.000695667
110775,0.000575186
110780,0.000188916
110799,0.000308266
110834,0.004805625
110860,0.000517232
110862,0.000404756
110869,0.000373796
110890,0.000499918
110918,0.000247628
110926,0.000244562
110945,0.000330485
110959,0.018209308
110963,0.003744945
110967,0.000453595
110978,0.001812915
110991,0.003683619
110997,0.000263798
110999,0.043286838
111003,0.000713455
111008,0.000173074
111024,0.000215093
111036,0.000472421
111038,0.016043819
111053,0.000359814
111082,0.00293491
111087,0.000359951
111119,0.000397765
111124,0.000482186
111131,0.005366405
111152,0.000522682
111170,0.009543016
111188,0.011591297
111190,0.000238756
111214,0.000185588
111224,0.000185296
111236,0.000143766
111253,0.001950055
111254,0.000373302
111264,0.000232088
111272,0.000745537
111280,0.014211659
111281,0.000522503
111285,0.000283738
111288,0.000584762
111316,0.000505907
111335,0.000555585
111337,0.000514791
111348,0.024787944
111366,0.00049969
111370,0.013086044
111372,0.000485827
111396,0.000462142
111399,0.000635825
111415,0.000230028
111417,0.000504302
111418,0.000408822
111447,0.000220837
111453,0.000210027
111464,0.00072586
111466,0.000462169
111474,0.000171887
111479,0.000222591
111481,0.000516247
111499,0.00052092
111527,0.000207488
111528,0.000227064
111545,0.000180494
111547,0.000215025
111555,0.000349346
111558,0.000758819
111562,0.000250225
111574,0.000551041
111600,0.000316021
111605,0.000402821
111607,0.000219351
111611,0.000427277
111615,0.000296426
111621,0.000444862
111637,0.003824302
111653,0.000220132
111655,0.000377029
111660,0.00032518
111666,0.000285075
111676,0.000175957
111691,0.002066887
111702,0.002371473
111710,0.000621584
111720,0.000235052
111722,0.004130399
111723,0.004095862
111732,0.000223228
111743,0.000323052
111754,0.000420236
111764,0.001385798
111769,0.000340462
111772,0.000267188
111775,0.000318213
111778,0.000510346
111779,0.00036404
111784,0.000300619
111786,0.000389011
111789,0.000227343
111795,0.000268387
111800,0.000365977
111815,0.000297214
111820,0.000369444
111859,0.000289949
111868,0.000240602
111869,0.0003616
111898,0.001351996
111904,0.000217975
111939,0.000241389
111945,0.000260072
111963,0.000171074
111977,0.000225982
111990,0.000301868
111998,0.000755842
112005,0.000397045
112007,0.000282893
112017,0.000494863
112018,0.000347767
112034,0.000395802
112037,0.000195898
112047,0.000434199
112060,0.000163034
112062,0.000271042
112087,0.000224477
112088,0.000297229
112094,0.000428302
112095,0.000442699
112097,0.000122093
112119,0.000375466
112123,0.000409099
112134,0.00018836
112136,0.000278681
112145,0.000376485
112147,0.000308676
112169,0.000472812
112189,0.000426859
112232,0.000505219
112248,0.000421531
112249,0.00039704
112253,0.000547828
112292,0.00047667
112344,0.000190582
112377,0.00063463
112379,0.000553904
112395,0.000262004
112396,0.000379077
112397,0.000175118
112404,0.000280428
112424,0.00036039
112431,0.000452306
112440,0.000324331
112441,0.008243239
112447,0.00031157
112450,0.000761362
112454,0.000447605
112460,0.000197488
112470,0.000386817
112493,0.000351222
112508,0.000571897
112515,0.000225877
112517,0.000244094
112521,0.000436237
112526,0.010098674
112529,0.000297953
112532,0.000381415
112536,0.000238186
112538,0.000440582
112541,0.002498618
112546,0.014947888
112548,0.00021997
112578,0.000235073
112603,0.000230102
112611,0.000342801
112613,0.000317415
112626,0.000259728
112627,0.00043673
112664,0.000277575
112672,0.00037709
112674,0.000240996
112687,0.00014924
112693,0.000215378
112740,0.001047628
112743,0.000402673
112744,0.00023691
112745,0.000472327
112762,0.00040066
112778,0.000388387
112780,0.000245644
112792,0.000394375
112798,0.000548466
112816,0.000349697
112823,0.000176632
112826,0.000342031
112862,0.000245282
112880,0.010067791
112887,0.000276834
112903,0.00025206
112906,0.073414408
112913,0.000280414
112918,0.00036627
112955,0.000401171
112957,0.000621043
112980,0.00034448
112987,0.000153863
113001,0.018697225
113031,0.000459568
113035,0.000179738
113040,0.000197897
113049,0.000150933
113050,0.000330416
113057,0.000461312
113068,0.000207532
113073,0.008613888
113089,0.000338182
113098,0.004053653
113103,0.000236685
113105,0.000469503
113107,0.000530348
113117,0.000500005
113130,0.00029737
113147,0.000224906
113152,0.000402997
113156,0.000396776
113159,0.000305562
113167,0.000349023
113179,0.0083826
113182,0.000434909
113185,0.000205014
113187,0.000230077
113239,0.129673049
113246,0.000432164
113253,0.000399755
113254,0.001300805
113265,0.000227017
113267,0.000334117
113270,0.000240114
113288,0.00042416
113295,0.000324796
113310,0.000167826
113312,0.000270082
113345,0.001759293
113348,0.000202788
113369,0.00032708
113374,0.000423136
113398,0.000314859
113407,0.002976928
113411,0.005076144
113446,0.000158697
113451,0.000176805
113452,0.000575399
113460,0.000249299
113473,0.000438276
113476,0.263925821
113481,0.000221728
113499,0.000253097
113507,0.000247582
113518,0.000142971
113519,0.000349002
113522,0.000220709
113530,0.000197007
113534,0.002444802
113537,0.000450268
113543,0.000311717
113550,0.000434337
113551,0.000648954
113555,0.000233374
113560,0.001521794
113562,0.000286073
113570,0.00030722
113580,0.00049504
113589,0.000435437
113591,0.000538593
113596,0.00034592
113606,0.000584447
113607,0.000310191
113621,0.008911202
113634,0.000202268
113638,0.000469582
113645,0.000328255
113646,0.000293696
113650,0.000309671
113675,0.000380027
113702,0.007332365
113728,0.00041538
113731,0.000467459
113744,0.000464771
113750,0.000229793
113760,0.000228923
113763,0.000273615
113766,0.000390863
113775,0.000248431
113781,0.00564895
113782,0.000417855
113803,0.000396667
113816,0.000267752
113819,0.000348636
113837,0.000205045
113838,0.000297114
113851,0.000407972
113853,0.000155148
113874,0.000334031
113889,0.000238377
113898,0.000235304
113913,0.000391572
113924,0.000258123
113948,0.000296021
113954,0.000420411
113955,0.000742587
113978,0.000581527
113996,0.000441857
114005,0.000312947
114021,0.013412246
114034,0.000305626
114069,0.000411115
114079,0.000575379
114105,0.00024163
114119,0.00012461
114121,0.0002451
114125,0.000588821
114126,0.000458139
114132,0.000338119
114137,0.000584371
114140,0.000445407
114156,0.000359792
114162,0.000722771
114170,0.000383762
114177,0.000287375
114188,0.000233141
114194,0.000358039
114226,0.000219201
114237,0.000257637
114238,0.000334089
114240,0.000968654
114245,0.00122802
114247,0.000461863
114259,0.00047138
114268,0.000363039
114279,0.00017549
114311,0.000251699
114324,0.000362653
114342,0.000409568
114343,0.000421324
114350,0.000441953
114383,0.000318355
114386,0.001541865
114394,0.000203348
114400,0.000856355
114401,0.000350667
114414,0.000265565
114428,0.000262823
114437,0.00022519
114438,0.000420485
114441,0.000482538
114461,0.000277004
114467,0.000242156
114477,0.000237929
114481,0.000450385
114483,0.000369349
114495,0.000254576
114500,0.000150927
114509,0.000531422
114525,0.000399168
114532,0.00042153
114538,0.000246194
114568,0.00053838
114569,0.00029943
114575,0.000355792
114588,0.000183855
114614,0.004076332
114616,0.000150788
114629,0.00129747
114679,0.000349832
114687,0.00033986
114708,0.004130891
114722,0.000185774
114735,0.000172679
114736,0.000416773
114753,0.000174388
114771,0.003198304
114781,0.01518905
114786,0.000296697
114800,0.000342619
114802,0.000535049
114810,0.000341328
114811,0.000384068
114819,0.000303715
114828,0.000256552
114837,0.000259117
114865,0.000521992
114881,0.000221571
114884,0.000483254
114897,0.000269518
114909,0.000248346
114910,0.000740276
114913,0.000637775
114932,0.000276839
114941,0.000288699
114953,0.00028576
114967,0.004267367
115024,0.000474069
115031,0.000281802
115044,0.000608962
115048,0.000428539
115051,0.009465712
115053,0.000521141
115064,0.000535239
115072,0.000136854
115086,0.000573002
115102,0.000346919
115132,0.000697991
115143,0.000195643
115155,0.000292762
115161,0.000189441
115166,0.000321829
115181,0.000243009
115189,0.000280159
115223,0.000477548
115231,0.000293684
115233,0.00034658
115249,0.000438439
115261,0.022137679
115264,0.000279814
115281,0.000661787
115297,0.000328627
115298,0.000323153
115328,0.000661073
115367,0.000257423
115375,0.000164142
115377,0.000299091
115389,0.000299026
115414,0.000612524
115429,0.000294964
115442,0.000440995
115458,0.019429347
115464,0.000538099
115472,0.000467499
115504,0.000279531
115507,0.00038676
115514,0.000412123
115533,0.000626449
115538,0.000192373
115540,0.0002698
115549,0.000295047
115555,0.000196287
115560,0.000266942
115584,0.000359643
115607,0.000317717
115608,0.022486411
115620,0.000139573
115625,0.000406311
115641,0.000575179
115643,0.00017965
115661,0.000432266
115675,0.000243716
115687,0.00046641
115697,0.000410694
115701,0.000426906
115719,0.000482392
115743,0.000287
115744,0.012650703
115745,0.006680753
115758,0.000158601
115764,0.000216525
115770,0.000364427
115784,0.000786317
115785,0.000354535
115790,0.000346204
115796,0.000361114
115803,0.001412329
115817,0.00026824
115822,0.000499901
115833,0.000284362
115848,0.000415632
115851,0.000544213
115880,0.000440124
115884,0.00023001
115890,0.000261196
115906,0.000565804
115910,0.000348678
115929,0.000297297
115930,0.00109762
115948,0.000414321
115975,0.010304105
115990,0.000305125
116001,0.000250199
116005,0.000224091
116016,0.00052694
116020,0.002655537
116027,0.000444167
116072,0.00041716
116090,0.000289687
116095,0.000267174
116109,0.005903626
116114,0.00271901
116122,0.000381178
116146,0.000570134
116161,0.000172867
116163,0.04380779
116192,0.003981918
116193,0.00024097
116196,0.000506537
116202,0.000190131
116203,0.000582726
116237,0.000219765
116264,0.000363736
116269,0.009343215
116288,0.000255
116294,0.000264829
116315,0.000433444
116322,0.000371115
116330,0.000242593
116346,0.000178542
116354,0.000254968
116359,0.000203948
116370,0.000275072
116371,0.000199051
116372,0.000317896
116375,0.000464441
116376,0.000345728
116384,0.000669183
116387,0.000281632
116390,0.000193309
116411,0.001130849
116427,0.000203948
116433,0.00026416
116434,0.000241752
116451,0.000321387
116470,0.000425956
116472,0.000377429
116504,0.000310243
116526,0.000487235
116534,0.035009157
116539,0.00060599
116547,0.000475406
116563,0.00034679
116569,0.000432766
116588,0.000260378
116595,0.000410208
116649,0.000397458
116669,0.000245017
116671,0.002844016
116682,0.000939142
116693,0.000323232
116705,0.000331863
116706,0.00035111
116709,0.001714879
116727,0.002466694
116728,0.003330819
116734,0.000353692
116735,0.000406553
116744,0.000191981
116755,0.000783038
